tweet,type
Iï¿½m JBobsessed  xD I miss them soooooo much!  They should have a live web cast on bookface ?  EVERY thursday xD,0
  250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD! :s,0
"I2U2 summit: पूरे भारत में इंटीग्रेटेड फूड पार्क्स बनाएगा ये जिगरी दोस्त देश, करोड़ों डॉलर लगाएगा #india #uae #unitedarabemirates #I2U2summit  https://t.co/hscvdyLPv6",0
@RajeshwarS73 Comedian of Indian politics and biggest hypocrite ever.. just an opportunistic fellow,1
What do we want ?? Climate Justice !!  When do we want ?? Right now !!  Now hoping she is acquitted from these false charges !! #DishaRavi #FarmersProtest twitter.com/LiveLawIndia/s…,1
@RahulGandhi The best part in your statement is 'if'. Thanks for warning we will vote for #NarendraModi #ModiSpeaksToBharat #LoksabhaElections2019 #NaMoAgain2019,1
" cool, not a big user of DM though",0
"#LokSabhaElections2019 
One can understand love for Rahul among Kerala Congress leaders in inviting him to contest from Kerala. 
One can also understand why they invite him only to Wayanad and not to sure seats Thiruvananthapuram, Ernakulam, Kozhikkode etc. Scapegoat, only one.",1
"#RahulLieCaught 
#RahulGandhi 
@RahulGandhi 
Gets exposed NAKED 

BY air marshal Sinha !!

#RafaleDeal

#RafaleScam
#Rafale",1
"CEO, CSDCI visit during Training of Master Trainer (ToMT) &amp; Training of Master Assessor (ToMA) held at Larsen &amp; Toubro CSTI, Kanchi. #कौशल_से_सफल_Skilling_the_success #construction #training #CSDCI #india #ceo #skillindiamission #nsdc  https://t.co/XLvMAG15rV",0
"YOU MEAN to say....Ranga Siyaar of Indian politics as @RahulGandhi - Unfortunately I am Member of parliament kind of flip/flop neta, who still need to grown up 1st on his own leg!!😩😳🤣🤣",1
God the weather in London is ammmmazing! Yet I`m on a train half the day,0
"I would say we were far more #tolerant for allowing us to be ruled by @INCIndia but it seems the five years of @BJP4India under @narendramodi is causing #heartburns for loads of them...acchi baat hain, aa dekhe jara kisme kitna hain dum #LokSabhaElections2019",1
"@RahulGandhi 
@INCIndia 
@kajal_jaihind 
@narendramodi 
@BJP4India 
@AskAnshul 
@PiyushGoyal 
@nitin_gadkari 
I challenge @RahulGandhi to debate with a schooo child on any issue 
#RahulGandhi#ChallengeForDebate
#IQZero",1
"2014 elections were a disguise   vikas absconding . Every promise made turned out to be fake . Rss agenda was in the forefront . Will india repel this agenda . Will india go for sarwarkar or will go for gandhi or  may be for comrade bhagat singh.
#LokSabhaElections2019",1
"browsing thru adopting agencies, i`m gonna get some exotic kids",0
@AsYouNotWish No Ms replying. Because in their heart the brotherhood of #Islam is greater than #India or humans. And not very deep inside they are fully ok with India becoming an #Islamic state. #Woke #Hindus are by their side.,0
#I2U2 summit #india #israel #usa #uae #collaboration #leadership #leaders #likeminded  https://t.co/rlY6dmHjrC,0
  also check out  and   2 other wonderful causes that need our help,0
"Just heard @ArvindKejriwal answer a question saying ""BJP ne he Mahatma Gandhi ka Murder karwaya tha"". 
Fact Check: BJP was formed on 6th April 1980 and Gandhiji was assassinated on 30th January 1948. 
#LokSabhaElections2019 #Elections2019 @ArvindKejriwal @BJP4India @Ankit_Tyagi01",1
"🇮🇳 Ethereum(ETH) Local vs Global Price 🗺   🌐Binance: 1,193 USDT   🇮🇳 WazirX : 1,151 USDT   💰WazirX ETH/INR   : 95,152 INR 💰   💰WazirX USDT/INR: 82.63 INR 💰 #India #इथेरियम #Wazirx #Binance #ETHINR #USDTINR  https://t.co/93Z24JZj7W",0
"The relief material includes 3000 tents and ten motor inflatable boats. During the ceremony, Home Minister Khand thanked the Indian government for the relief material.  https://t.co/LC79hliv9g #Khabarhub #India #ReliefMaterials #Nepal",1
Removal Of Mangalsutra By Wife Mental Cruelty : controversial remark of Madras High Court   #India #madrashighcourt #Mangalsutra #HighCourt  https://t.co/StLvhOTdWf,0
Caps lost. ARGH! But HP game evening was much fun,0
"@rssurjewala Oh ok so you are setting up stage to give @RahulGandhi a safe seat as #Amethi toh gayo tau.
#SmritiForAmethi #RahulGandhiFattuHai #LokSabhaElections2019 #BhaagRahulBhaag #FattuPappu",1
Hangover,0
#Gender #Gap Index   #gendergapindex #index #indiarank #india #worldeconomicforum #economic #upsc #cse #whyinnews #genderscore #gendergap #globalgendergapindex #politicalempowerment  https://t.co/1Fw73CPd8J,0
"@AunindyoC @squintneon @Ra_Bies @Being_Humor @RahulGandhi Tu kuchh bhi kar aur bol #AayegaToModiHi 

Even left liberal chew-tias couldn't make Pappu win a poll 😂😂

#StrongerTogether 
#LokSabhaElections2019",1
"Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well",0
@ibn_ul_Adam @ChakraNews Let's accept it.. This is what @cpimspeak @RahulGandhi @MamataOfficial @Mayawati @OmarAbdullah @MehboobaMufti combined will make India into if they win #LokSabhaElections2019 #JaagoIndiaJaago #ModiFor2019 #Elections2019,1
This photo of Rahul gandhi shows the victory of PM narendra modi. This is exactly what modi wanted. Modi ji is now one of the greatest undefeated personalities in indian politics and world politics.,1
"@RahulGandhi The latest announcement of Cong if tested on simple arithmetic then ₹72,000 is less than 2/3rd of the existing DBT under Modi government, which averages ₹1.068 lakh annually. So what is being claimed by the Congress Party - A bluff announcement. #GaribiHataoSham #RahulGandhi",1
@Saiarav Maybe indian viewership  Or politics dunno,1
 yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol,0
Relaxing,0
long tailback due to traffic snarls at #DND  #FarmersProtest twitter.com/IndiaToday/sta…,1
India Issues Travel Advisory For International Passengers After Confirmed   https://t.co/vUYqmQDw7I  #airlines #airports #india #kerala,0
"@RVCJ_FB Definitely very wrong So many talented Indian players R not getting selected But nothing going to change from this video Chetan Sharma will be fired tats all. Same cricket politics will continue. Players like Sanju, Sarfaraz &amp; many talents like thm will be wasted again nd again",1
"USA/Texas Jaycees Debate team ROCKED the house! They now have the opportunity to represent us in Tunsia, Africa! GO JAYCEES!",0
@sureshnmenon Absolutely and spot on analysis. This fraud @klrahul belongs to trash and overrated coach Rahul Dravid doesn't deserve to be coach of this Indian Team. These 2 Rahul(in sports) and one other Rahul(in politics) clearly proving themselves Pappu as always. 😂,1
@KPadmaRani1 @RahulGandhi Pray to GOD to make India not only a wealthy country but also a DISCIPLINED country under@ #RahulGandhi,1
"@koushikmadhwa @rose_k01 @shenoy70 @RahulGandhi Now, now, don't give them ideas. They'll come up with a video showing a red laser.

#RahulGandhi",1
"@BCCI please hear his prayer &amp; pass bill for caste based reservation in indian cricket..I think politics is supreme in this country . in front of it law, public, all  class ,bureaucrats are below it, political people will implement what they want..",1
#LokSabhaElections2019 I think the difference is being made by who goes to see a urologist. Rahul Gandhi was misinformed that he is at the height of his powers and he should keep going. Modi is better off since he doesn't need one!!,1
"@RahulGandhi @narendramodi #Freebies must be from respective party fund if you buying #vote for #Cash(freebies) and not from #tax #revenue. The tax revenue must be for #development, #creating #jobs etc..#congressmanifesto2019 #BJPManifesto #LokSabhaElections2019",1
"@TimesNow #RahulGandhi is a very  powerful leader of  #India who can pronounce  judgement on #RafaleDeal for   #SupremeCourt ,  sanction loans to #fugitives and bring back loan of said fugitives, accelerate #NPA,  grant income of Rs 72k pa to poor voters.  @narendramodi @republic @WIONews",1
"Only 11 countries are ranked below #India on the index of 146 nations.  Afghanistan, Pakistan, Congo, Iran and Chad being the worst 5.  https://t.co/zrChgFeyab",0
" if there is a tesco nearby, then go there",0
Just found out my parents are putting down my dog tomorrow morning. Upset,0
Gonna read a story bout adam lambert online then bed. Nighty night,0
" thanks for trying   I was hoping Bud Trillin, but the Fest would be honored by any of the guests with whom you hobnobbed.",0
"@epanchjanya A humanitarian help is not politics, Indians never helped this way before.   Don't insult Indian tradition.",1
India wants a Right To Repair Laws for Electronic Devices  https://t.co/VnNs74LOys  #India #Electronics #Gadgets #Tech #Repair #News  https://t.co/EZ1nKre9Kb,0
@RahulGandhi What is the basis of the figure of 30000 crore given by #NarendraModi  to Anil Ambani as alleged by you in the Rafale deal. Put it in public domain or apologize to us the citizens of India.,1
"Modi has 58% real follower in Instagram and Rahul has 74% real followers. If you want me to check yours then comment.

#RahulGandhi #NarendraModi #Elections2019results #Instagram",1
"Choose the express way to transfer funds. Send money to #India, #Pakistan free of charges and to #Jordan with minimal processing fee in just 60 seconds via DIB Mobile App or Online Banking! For more  https://t.co/Mn5tlJritl  https://t.co/tCNFBcA7N0",0
"Trump In US.
Imran Khan in Pakistan.
Rahul Gandhi in India. 
Perfect !! 
#Election2019 #India @INCIndia @RahulGandhi (hope you get the sarcasm) #Elections #LokSabhaElections2019",1
The lean patch of talismanic #India batter #ViratKohli has been the subject of a burning debate in the cricketing world. #RohitSharma #ViratKohli𓃵 #ENGvIND #INDvENG @imVkohli    https://t.co/WCavFquqmO,0
first night sleeping in my new home,0
Happy Mother`s Day to all of the woman and the men who made them mothers.,0
@AaronMathewINC A wonderful soul who made the nation proud.  #KamarajarBirthday #Kamaraj #TamilNadu #Tamil #India #Indian #RahulGandhi @INCTamilNadu @INCIndia  https://t.co/cEpMLod1jB,0
 rofl,0
Read here:  https://t.co/mLwpKmdKa5  Source: Bar and Bench  #mdlegalllp @mdlegalllp #law #india #legal #LawNews  #LatestNews #legalupdate #punecourt #EknathShindeCM  #MaharashtraNews #MaharashtraPolitics #StateAssembly #affidavits  https://t.co/zIGgsnl3mM,0
"A new ‘Quad’ comes into place ""Also known as the “#I2U2,” the meeting on Thursday will bring together the PMs of #India &amp; #Israel (I2) – #NarendraModi &amp; #YairLapid — &amp; the presidents of the US &amp; the UAE (U2),#JoeBiden &amp; #MohammedbinZayedalNahyan.""  https://t.co/HgCzzjF9CY #UKRAINE",1
"@ARanganathan72 @TimesNow #IndianInstituteOfPoliticalSciences  Dear PM,  Request create INDIAN INSTITUTE OF POLITICAL SCIENCES to act as Centres of Excellence for grooming politicians for India and globe. Politics is no more only about getting votes. More dignity to POLITICS as science needed. PL RETWEET",1
Sad reality about fourth pillar of Indian democray #tractor2twitter #kisanmazdoorektazindabad #FarmersProtest #FarmerProtest #standwiththefarmerschallenge https://t.co/1DkAhbX1v7,1
Twitter Down: ಮೈಕ್ರೋಬ್ಲಾಗಿಂಗ್​ ಸೈಟ್​ ಟ್ವಿಟರ್​ ತಾತ್ಕಾಲಿಕ ಸ್ಥಗಿತ  #India #Technology #TechnologyNews #Twitter   https://t.co/7KGTQLLYgA,0
ট্রফি জয়ের একধাপ দূরে সিন্ধু।   #India #PVSindhu #Badminton    https://t.co/FKBnf5WgHt  https://t.co/gt9bdbQieg,0
better futur modi fight odd irrespect situat demonet gst merg bank npas recoveri terror support modi reach great vision make sure india hold highest posit world modidharmayudh,1
"@JaiShreeRam90 @RahulGandhi 2014 Lok Sabha elections Congress lost because of its anti Hindu policies 2019 will be  for Anti National as well
#LokSabhaElections2019 #CongressManifesto #CongVsNationalInterest #CongressPakistanEkSath",1
"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them",0
I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!,0
@narendramodi Your are absolutely right 'Opposition lacks proper leadership' @BJP4India will win again. Only one more promise that we are waiting to be fulfilled is the building of #RamTemple elections are near when will #BJP build it. Many hindus wont vote for #BJP if its not made,1
"2022 first kavar yatra starts in Haridwar , Rishikesh India @uttarakhandcops giving heartful service to shiva devotees in city , Shops decorated with orange tshirt and bells #Rishikesh #Uttarakhand #India #rishikeshwritings @AshokKumar_IPS #kavaryatra2022  https://t.co/LsQg9pM8V0",1
"@RahulGandhi you and your family is crooked. Your mother gave you a loan of 5 lakh? Lol..we are not that dumb...I hope Congress gets only 5 seats in this election in total. 1 lakh for each seat.
#modi2019wave #BJP #CongressChorHai #dontvoteforcongress",1
"BREAKING NEWS!

Does #INC find its President with his uncontrollable verbal diarrhoea a big risk for its electoral prospects.

Rahul Gandhi shies away from scheduled press conference he was going to chair.",1
If #BJP Win Amethi seat this time then it will be the proof that Modiji's work actually reaches common people. @narendramodi @smritiirani @RahulGandhi,1
http://twitpic.com/4wsue - yeah  well thanks *blushes*,0
#Cricket   England vs india  India win @ 4.35 odds 2 stakes bet  Sky and pandya are in crease now  #CricketTwitter #bettingtips #bettingpicks #bettingexpert  #ENGvsIND #eng #India   #LigerNation,0
"..again, Min. Tharoor, Sir, please tell me you already know - you should know - that the entire enterprise of left-leaning Indian politics runs on sustaining and spreading caste divisions.  If healed, it'll be the swift end of the good run chrislamocommies have had here.",1
"If Rajiv Gandhi was such a great leader, why isn't CONgress seeking votes in his name and achievements?

Why is the World's most Corrupt &amp; Communal Party fighting #LokSabhaElections2019 on the lies and promises of ""Bofors Middleman"" Rajiv Gandhi's son @RahulGandhi?

#justasking✌",1
Sonia Gandhi openly asked for votes in the name of religion and got the Imam of Jama Masjid Delhi to issue a diktat to muslim voters to vote for Cong in the 2014 and earlier LS elections. #LokSabhaElections2019,1
Missing the shotgun match because I was guilted into going to the store with the wife.,0
"@ani_digital @ANI Now it is a Complete CHOR gang!!

Rahul Baba and Chalis Chor!!
@RahulGandhi #Pappu 
@INCIndia 
#LokSabhaElections2019",1
@kanhaiyakumar @RahulGandhi  will soon go to Bangkok for meditation  @JM_Scindia  has already gone to England  for chilling  @narendramodi is mediating  in front of eveyone they have problems anyways what will pappu do in Bangkok @Javedakhtarjadu @dhruv_rathee #KedarNath #LokSabhaElections2019,1
"  Tat, You looks beautiful and are a heck of a mama and business woman.   Dana",0
"@moneycontrolcom @BJP4India @INCIndia @RahulGandhi @rsprasad Why is BJP so ANTI-SHARE MARKET?#LTCG Tax was removed by #Congress in 2004, has been brought back by #BJP in 2018 recklessly. BJP wants to scare away share investors? Why so much apathy?This year more than 85% stocks are not eligible for LTCG! Penny wise pound foolish #Budget2019",1
"Does India need  separate Tribunals for dissolving few cases which effect lives of 1000s of people!? #ResumeRRB7 
@ShashiTharoor @PMOIndia @RahulGandhi @ArvindKejriwal @HRDMinistry @SupremeCourtFan
#SupremeCourtofIndia #ibps @Ibpsexam #NewsToday #BJP #Congress #Indians",1
"@IndiaToday @rkhuria @manogyaloiwal Congress President #RahulGandhi rushes in to help a photographer who tripped &amp; fell at Bhubaneswar Airport Unlike PM Modi, who didn't even bothered to look at the security man, who got a massive heart attack. While PM was present there.   #RahulGandhiInOdisha  #RahulOdishaVisit",1
" Batman: Arkham Asylum, but I don`t own a system that will play it, sadness",0
"Ask #Rahulgandhi what is his road plan to create jobs,min income n loan waiver.
#NarendraModi did all false clains in #Elections2014.
#modi has 2 terms experience as CM.
@RahulGandhi have not any experience yet.

Beware when u go for vote in #Elections2019 
Press #nota",1
@RahulGandhi @narendramodi Gone #LokSabhaElections2019,1
At school. Blagh. Yay I`m getting the IPhone in August!!,0
  oh man that sucks hardcore! haha good luck finishing up recording,0
wishes it wasn`t a bank holiday so he could be on the radio this afternoon... but at least he has another week to come up with some ideas,0
@Altafahmad_aap @SanjayAzadSln #INDIA #DELHI #KejriwalExposed #KejriwalFailsDelhi  https://t.co/neW5gzCbog,1
 I know.     #hhrs,0
 - I produce/direct/film/edit... I write... I coordinate events... I manage Don Fetti... there ain`t much I don`t do!,0
@Babbi81476884 Wish you the same ❤️  #FarmersProtest,1
"Media which was hungry for a new face  a mass appealing personality... I think they have got it... Priyanka Gandhi Vadra
The way she answers, n address public meetings, media persons, party workers is out standing.
Achche din gone for modiji.
#LokSabhaElections2019",1
thirty minutes turned into three hours. oops,0
"I just put my computer up on craigslist. I`ve had the same case, monitor, and speakers for over 5 years.",0
@AmitShah took away the #gandhinagar seat away from the person who made modi  Good job prime minister @narendramodi  No sympathy for L K advani  #LokSabhaElections2019  #firstlistbjp,1
@TimesNow Why this channel worried about some PC in Washington..??? Wtf Cares...??? What they chat..??? Come out this colonial hangover...bennett coleman and co Ltd..USA is not a headmaster to decide on Indian politics...,1
watching Bones with Naty. Have made her a fan! Mission convert Naty: Success...now onto Mission convert Meagan,0
".@ORF_CNED and @orfonline have curated a series of pieces on #WorldYouthSkillsDay.   Follow this thread as we analyse how young #India is faring in terms of #digital #skilling and #fintech, how India can upskill its #youth through #education programmes, and more.  https://t.co/0juX1k8Hgw",0
"भारत को इस्लामिक राष्ट्र बनाने की वकालत करना अपराध, ऐसा करने वाले देशद्रोही, अपराधी! वही #भारत को हिंदू राष्ट्र बनाने की वकालत करने वाले राष्ट्रभक्त! यह कैसा दोगलापन? सांप्रदायिक उन्माद, नफरत फैलाने वाला एक वर्ग अपराधी, राष्ट्रद्रोही! वही दूसरा वर्ग देशभक्त, पुण्य आत्मा? #India",0
that little girl still holding her phone while tears are pouring out of her eyes,0
"@RakeshTikitBKU Hahhahah🤣🤣Modi hai to sab Kuch hai👎🏻@PMOIndia @narendramodi Open your eyes Modi, sharam karo - are you even a human being?Bcz I doubt about your existence 😡#FarmersProtest",1
"@dhaval8456 @nanditathhakur @RahulGandhi "" I HAVE NO IDEA""Rahul ji repiled, then why you are doing all this ????????????
#PhirEKBaarModiSarkaar #ModiOnceMore 
#BJP #Modi",1
shameless bjp start politicis unfortun event pleas note event manag outsourc center govt privat farm stop insult karnataka polic administr shame you aeroshow,1
PM Narendra Modi will participate in the First I2U2 (India-Israel-UAE-USA) Leaders’ Virtual Summit today.   #NarendraModi #India #Israel #UAE #USA #virtualsummit #i2u2summit #I2U2   @narendramodi @POTUS @MohamedBinZayed @naftalibennett  https://t.co/Qpw0CtYNBg,1
"I ask for a direct debate between @narendramodi and @RahulGandhi .
Let's see who got what. 

#faceoff #AbkiBaarPhirModiSarkar #congress #RahulGandhi #RahulGandhiforPM @aajtak @republic @ndtvindia @abpnewstv @BJP4India @INCIndia @Ibne_Sena @majorgauravarya",1
 It`s called a RipStick.  When I had a job I sold a lot of those...,0
@SunainaHoley @PawarSpeaks @OfficeofUT @The_NikhilB @anant1306 @jitengajaria Luxury for काका politicians I wonder if they can stoop any lower  Dear Indian present political leaders have reduced the political discourse to a new low and long crossed that line of Maryada into 'gaali-politics' &amp; shamed us all #Congress #MVA #काँग्रेस  https://t.co/BH7QfQ6d07,1
Hmm..You can`t judge a book by looking at its cover,0
 FAILlllllllll  whenever ur freee then?,0
"This is the man who is going to transform indian politics completely,banned politicisation on the name of caste and religion...@ArvindKejriwal",1
DIDO 'US 2 Little Gods' http://ow.ly/9UIn 'Just this moment/ Let it all stop here/ I`ve had my fill'...words that make you panic...,0
@KarunaGopal1 This is not a right strategy and it will be so huge injustice to @smritiirani.  #Wayanad is a Muslim and Christian dominated constituency. Hence #RahulGandhi took easy route to win election. Huge Victory for BJP in #AmethiWithSmriti as they successfully thrown @RahulGandhi out.,1
 and now I am starting to feel really old.,0
"Sorry if I`m unsociable I`m loading up stock in the shop, mums making me",0
"@rajeevgowda @RahulGandhi Nice to see the whole team together 😃
Just wondering how sleepless the #chowkidars will be,  seeing such wonderful and well educated people. 
#RahulGandhi rocks
#INC team well done ✌✋✋✋✋💪💪
#HumNibhayenge",1
"Hon'ble Congress President Shri Rahul Gandhi has appointed Shri K. C Venugopal as AICC General Secretary (organisation) with immediate effect. He will continue in his role as AICC General Secretary In-Charge for Karnataka.
#Karnataka #LokSabhaElections2019 #PriyankaInPolitics",1
"I salute #RahulGandhi and #PriyankaGandhi for their considerate reaction to the mean, offending innuendo to the slain PM Rajeev Gandhi who was given clean chit by the courts and who's no more to defend himself.. Don't know why the PM is stooping so low... #ShameOnPMModi",1
OPINION | A year of anniversaries in India-Pakistan ties #India #Pakistan #Kashmir #NawazSharif   https://t.co/Gt2JwozIex,0
‼️Bestial!! Impresionante #tormenta en la #India #wildstorm #Ciclon  https://t.co/l0AjqlJzB0,0
"Breaking news, The friend, philosopher n guide of #RahulGandhi , PIDDY will go for convassing at #Bhopal for DIGGY.
@ZeeNewsHindi 
@aajtak 
@RahulGandhi 
@INCIndia 
@digvijaya_28 
#Piddy_biscuit_kha",1
"Farmers are the future of the country, save them, this government wants to eradicate them. #FarmersProtest  #कृषि_कानून_रद्द_करो https://t.co/B45QmokVi3",1
আর্থিক ক্ষতি বিবেচনাতেই বাদ যাচ্ছেন না কোহলি?....  #India #Cricket #Sportsmail24 #BCCI   https://t.co/jRJR68Zwxs,0
स्वच्छता सप्ताहात लोकांना स्वच्छतेचं महत्व सांगणारं नुक्कड आज ONGC कडून सादर झालेलं नुक्कड नाटक ।। #India  https://t.co/7PDMi3wrcv,0
"By offering 4 seats on social platform Rahul Gandhi has shown the BIG heart Congress has got. If Kejriwal still doesn't agree then GOD knows what will make him happy...

@INCIndia 
@RahulGandhi 
@ArvindKejriwal 
#LokSabhaElections2019",1
"_ladie haha, I`ve got my camera and lenses ready!",0
"@rachitseth @INCIndia We all ❤ Congress
We all ❤ @RahulGandhi 
We all ❤ India
#AbHogaNYAY 
#CongressHaiNa 
#LokSabhaElections2019",1
Thinking about the EU and the USA is thinking about history. The future has a new address. #BRICS #brasil #russia #india #china #turkiye ...  #EU #EuropeanUnion #usa #germany #UK,0
BJP President @AmitShah and Congress President @RahulGandhi both holding press conference in national capital. #Loksabhaelections2019,1
 of course i would,0
I had fun at Daisy`s Mexican Fiesta .,0
"@ShefVaidya @narendramodi Enemies of #Hinduism 1.Secularism  2.Invaders/#antihinducongress 3.Historians 4.Mythologists 5.Schools 6.T.V. Serials 7.Presstitutes and Sickulars 8.NGOs &amp; Some Multinationals 9.Bollywood 10.Modern Parents 11.Leftists/Communists  12.Missionaries 13.Anti RSS, #BJP, &amp; VHP",1
Im glad that wasnt my real diver theory test! I failed  i got 70% 35/50 questions right but i did have 35mins left lol x,0
"This why I busy 24x7 , ousting Modi and his partner Rahul, because I know how they maimed country to jobless India in last 6-7 yrs,I know more than all 135 cr people, believe me I forgotten daily living, which 2 start after 23rd! #LokSabhaElections2019 AMIT SHAH #DeshModiKeSaath",1
@sagarikaghose @BJP4India @INCIndia @INCIndia had its time when no other party was in Indian politics &amp; there were offshoots of its only. But with generational shift it funds itself cornered even with small &amp; new parties.. is eating it space until congress corrects..which will not,1
#India CBIC notifies rate changes in Goods Rate Notification as recommended in 47th GST Council Meeting  https://t.co/g3G4excQ34 #Rate #GST #VAT #SalesTax #Tax #IndirectTax #vatnews #vatupdates Subscribe:  https://t.co/6YWfvgtVMj  https://t.co/FmrnM4r0cd,0
"2) He has regretted not apologized for this.
Which means that he not at all shameful for what he has done.

3) In the last why did he mentioned Rahul Gandhi why didn't he mentioned Rahul Vinci.
#CongAdmitsJhoot #Rahulregrets #RahulGandhi #NamoAgain
 #INWP",1
"Heavy rain in South of Gujarat. NDRF team is doing great work #Gujarat, saving lives, airlifting people. Great teamwork!   #team #work #teamwork #people #SaveLife #NDRF #Gujarat #India #HeavyRain #Rain  Image: ANI/Twitter  https://t.co/Iw7bfV9Xdf",0
भारत का होगा इस्लामीकरण‼️  बिहार की घटना में भी PFI कनेक्शन सामने आया है जिसमें भारत को 2047 तक इस्लामिक देश बनाने की बात लिखी गई  लेकिन हैरानी यह है कि #PFI पर अब तक प्रतिबंध क्यों नहीं. #hindu #india #sanatan  https://t.co/uxJmltsyuJ,0
"#RahulGandhi 
My repeated assertions:""Chor Prime had PERSONALLY given
Rs. 30, 000 to ?""! 
May 2019! PM Rahul Gandhi shall  PERSONALLY recover and refund this money! God promise!
Help me God!",1
"Remember! A PIL is pending before the Hon'ble Supreme Court to enforce the Fundamental duties of citizens, patriotism &amp; unity of the nation through a comprehensive Law filed much before the Summer Vacation ?! (1/3) #India #SupremeCourt #SupremeCourtOfIndia #Parliament  https://t.co/VWePddGRzE",1
_Roy i tell them it`s facebook minus everything but the status updates.,0
" Poor kitties  If there`s nothing that can be done, hopefully you`ll at least be able to find her a good home",0
"@TheRahulMehra @ArvindKejriwal @AamAadmiParty @raghav_chadha @AtishiAAP @dilipkpandey Come on Rahul you should be tired by now. You guys have played this prank so many times. 😩😩

#BoringPrank #Delhi #LokSabhaElections2019",1
Just finished taking world geograhy final!!! I think I did bad!!!!,0
"Special mention for the new Mean Girl ... welcome her! & if you`re not already, FOLLOW HER!! Night",0
"@Loneranger9new My prediction for 2019 election result:
BJP - 380
Congress - 20
Others - Balance
Rahul will watch PM Modi and that is the writing on the wall.
#LokSabhaElections2019
#BJP 
#MODI",1
If EVERYONE constantly retweeted that it would make it!,0
What a joke #India #Indian  https://t.co/0ConrfbCfY,0
" Thanks for the heads up, Ethan. Watching it now",0
"Are you Preparing for KAS?  Join Himalai, The Leading Best KAS coaching in Bangalore with 25 years of experience. join now and get 70% Discount  🌐To register click  https://t.co/wDMMWyVyNy ☎️Contact @ (+91) 9742692750  #Himalai #ias #upsc #ips #ssc #currentaffairs #gk #india  https://t.co/SCk8A2nKQq",0
#Mahagathbandhan of Indian politics ; going for a crash in 2024 👇👇,1
@frankinvesting Why not #india,0
Hanging out with Dan from Houston Calls!!,0
Rupees at all time low 🫣 #India #RupeeVsDollar Image from (ig : trade.brains)  https://t.co/uKohCsjpFe,0
 is work next door sucking again,0
"@the_hindu @vasudevavikas Blame Gandhi for it but in India, protests have always meant austerity, struggle and sacrifice.  #FarmersProtest is none of the above. It looks like people with too much wealth, time &amp; connections are out to have some fun.",1
@INCIndia president @RahulGandhi  to address rally in #Mumbai on 1 March @DeccanHerald  #Maharashtra #LokSabhaElections2019 @INCMaharashtra president @AshokChavanINC &amp; @INCMumbai president @sanjaynirupam review arrangements,1
I`m so dizzy already and I`m only on the third page of chapter 73  *plops head*,0
.@PennStateSIA Professor of Practice @AmbGordonGray discussed the #I2U2 summit and #FoodSecuruty on @AsharqNews. Watch the program here:  https://t.co/PG2dkYONpG #WeAre #SIA #India #Israel #UAE  https://t.co/Lfe0yf831d,0
much reach ideal big handl shd post bajrangi video hope make margin modi support i agre deliv expect he is still better rahul gandhi type rethink,1
Archie Proposes Veronica in the Latest Archie`s Comic. The Longest known Love Triangle is coming to an End. Poor Betty.,0
⚡9 - Amity students represent India at World Finals of F1 in school competition  #AmityInternationalSchool #Saket #NewDelhi #India     https://t.co/b8PQTnjqX0,0
Concerns grow in Nepal as India introduces ‘Agnipath scheme’ for Gorkha recruitment  https://t.co/u4uY64ABSj #india #Nepal #Agnipath #gorkha  https://t.co/44N8hS08o4,0
"""Economy is jammed, we will have to jump start it"": Rahul Gandhi

#ElectionsWithNDTV #LokSabhaElections2019",1
"#narendramodi Biggest cheat on earth. Having failed on all fronts Modi has staged Phulwama, then surgical strike and now Nirav. We know Nirav will never return;but the cheat Modi will once again fool the nation. Bloody cheat.",1
"PM .@NarendraModi to address public meetings for remaining phases of #LokSabhaElections2019 at Dindori, Nandurbar in Maharashtra &amp; at Udaipur, Jodhpur in Rajasthan today #IndiaWantsModiAgain",1
Talk to Best Astrologers Online on AstroLaabh App. The first Call Starts at Rs.99 only.  https://t.co/FAQTs3Fq2i . . . . #astrolaabh #kaalsarpdosha #dosha #mahadasha #remedies #astrology #india #birthchart #remedies #astronews #astrologyremedies #marriage #todaymarriage #snakes  https://t.co/lM0FPjaFj5,0
"I am visiting the remote areas of Bihar. In general, ppl don't buy @INCRahulGandi @incindia Rahul Gandhi's NYAY, calling it a bluff. #LokSabhaElections2019",1
"OMG!  @Actor_Siddharth takes such a dig at @akshaykumar just cos he openly admitted that he had canadian passport!  Wondering if he would even stand for Italian/England PM election if @RahulGandhi is proven to have a British citizenship!!  
#siddharth #AkshayKumar #RahulGandhi",1
 Hey chick!  When are we going to JA to pick up some hot guys and eat Jerk pork and festival? Well you already have a hot guy,0
 Or even listen to Susan`s green policies,0
 am i too late for a cuppa?,0
Common Political Agendas in Indian Politics  See: https://t.co/w77k4rGkIv  #WednesdayMotivation #ISRGKB #ArvindKejriwal #Delhielection #NarendraModi #Politicalagendas #PoliticsinIndia https://t.co/lhWUlbxQmf,1
